0,0,12,24,36,48
25,0.0008251748,0.000951049,0.0014731935,0.0015990676,0.0016876457
75,0.0007785548,0.0008391608,0.0012540793,0.0013659674,0.0015617716
125,0.0007319347,0.0008811189,0.0011888112,0.0013892774,0.0015617716
175,0.0007179487,0.0007972028,0.0011981352,0.0012820513,0.0015198135
225,0.0006713287,0.0008531469,0.0010909091,0.0013146853,0.0015104895
275,0.0006573427,0.0007319347,0.0011002331,0.0012027972,0.0014172494
325,0.0006386946,0.0007832168,0.0010536131,0.0011655012,0.0013892774
375,0.0007179487,0.0007086247,0.001025641,0.0011794872,0.0013892774
425,0.0005547786,0.0005780886,0.001030303,0.0011468531,0.0013706294
475,0.0004988345,0.0005128205,0.0008904429,0.001039627,0.0011048951
525,0.0004102564,0.0004941725,0.0008764569,0.0011515152,0.0012494172
575,0.0003030303,0.0003776224,0.0007832168,0.000988345,0.0012540793
625,7.92540792540793E-05,0.0001771562,0.0003449883,0.0009044289,0.0010955711
675,0.000004662,0,0.0002237762,0.0006433566,0.000951049
725,0,0,7.45920745920746E-05,0.0004195804,0.0009044289
775,0.000018648,0.000004662,0.000027972,0.0003170163,0.0007039627
825,0,0.000004662,0.00002331,0.0002191142,0.0006386946
875,0,0,0.000004662,0.0001351981,0.0004895105
925,0.000013986,0.000013986,0.000004662,0.0001305361,0.0004335664
975,0.000013986,0.000009324,0.000013986,0.0001351981,0.0004475524
1025,0.000004662,0,0.000009324,6.99300699300699E-05,0.0004009324
1075,0.000013986,0.000013986,0.000013986,0.0001258741,0.0005407925
1125,0.000018648,0.000009324,0.000037296,0.0002237762,0.0006666667
1175,0.000013986,0.000027972,9.32400932400932E-05,0.0003310023,0.0007552448
1225,0.000032634,0.000037296,0.0002331002,0.0006200466,0.0009137529
1275,0.0001118881,0.0001398601,0.0002610723,0.0006013986,0.0009184149
1325,0.0001212121,0.0001445221,0.0004755245,0.0008111888,0.0010629371
1375,8.39160839160839E-05,0.0002750583,0.0006573427,0.0008624709,0.0010862471
1425,0.0003403263,0.0003449883,0.0007599068,0.0009044289,0.0010582751
1475,0.0004055944,0.0005221445,0.0008391608,0.000951049,0.0012261072
1525,0.0004755245,0.0006247086,0.0008764569,0.0010815851,0.0012074592
1575,0.0005501166,0.0006060606,0.0009417249,0.001030303,0.0012307692
1625,0.0006666667,0.0006480186,0.000960373,0.0011841492,0.0012960373
1675,0.0006853147,0.0006293706,0.0009277389,0.0011048951,0.0013519814
1725,0.0006060606,0.0006247086,0.0009230769,0.0011421911,0.0013379953
1775,0.0005547786,0.0007132867,0.000983683,0.0011981352,0.0013426573
1825,0.0006200466,0.0006666667,0.0009370629,0.0011282051,0.0012447552
1875,0.0005594406,0.0006806527,0.001002331,0.0012214452,0.0013752914
25,0.000013986,0.0001348762,0.0001086357,0.000077029,0.0001121791
75,0.0001086357,8.39160839160839E-05,0.0001049728,6.60953234440925E-05,0.0001428583
125,7.03947266691911E-05,0.0001219272,0.0001557417,0.0001482342,0.0001621011
175,8.07482893971503E-06,5.04272905659299E-05,0.000042728,8.88231183368654E-05,9.5200829168588E-05
225,5.04272905659299E-05,9.17124269133147E-05,0.0001612946,6.09636215879814E-05,0.0001695714
275,9.79020979020979E-05,4.03741446985752E-05,0.000085456,0.0001144805,0.0001781959
325,0.0001030925,0.0002198075,9.52008291685881E-05,9.92251592251412E-05,0.000140093
375,8.43036891376462E-05,0.000042728,0.0001984503,0.0001691865,0.000227819
425,0.0002625251,0.0002345873,0.0002037995,0.0001834249,0.0002668361
475,0.0003996021,0.0003996021,0.0001559509,6.30664301094111E-05,0.0001942999
525,0.00035967,0.0004281944,0.0004325124,0.0002580157,6.45986315177204E-05
575,0.000264751,0.0003330316,0.0003513247,0.0001299521,0.0002324934
625,0.0001372721,0.0002948142,0.0002990958,0.000256495,0.0002734734
675,8.07482893971505E-06,0,0.0003288944,0.0003114833,0.0001243104
725,0,0,0.0001291973,0.0002220211,0.0001139095
775,1.61496578794301E-05,8.07482893971505E-06,3.70035148400642E-05,0.0002705971,0.0002195106
825,0,8.07482893971505E-06,2.91142097827431E-05,0.0001668581,0.0001959706
875,0,0,8.07482893971505E-06,0.0001737496,0.0001752443
925,0.000013986,0.000013986,8.07482893971505E-06,0.000145571,0.0002377622
975,0.000013986,8.07482893971505E-06,0.000013986,0.0001130476,0.0002017092
1025,8.07482893971505E-06,0,1.61496578794301E-05,5.04272905659299E-05,0.000204757
1075,2.42244868191451E-05,0.000013986,0.000013986,8.50736018223527E-05,0.0001540579
1125,0.000021364,8.07482893971505E-06,3.51973633345956E-05,0.0001460183,0.0001691865
1175,0.000013986,2.42244868191451E-05,0.0001030925,0.0001011773,0.0001419425
1225,3.51973633345956E-05,2.91142097827431E-05,0.0002829649,0.000206185,4.49587448064939E-05
1275,0.0001460183,0.000171863,0.0002839999,0.0001678322,0.0001086357
1325,0.0002099456,0.0002037995,0.0002701148,0.0001144805,0.000171863
1375,0.0001110105,0.0002168208,0.0002031586,5.65238025780054E-05,0.0002914778
1425,0.0003593979,0.0001469086,0.0001269059,5.82284195654862E-05,5.65238025780053E-05
1475,0.0003092775,6.45986315177204E-05,0.0001419425,8.73426293482293E-05,3.22993157588601E-05
1525,0.0001850176,0.0001770948,0.0001621011,0.0001121791,0.0001776462
1575,6.89913687037237E-05,2.91142097827431E-05,0.0001139095,0.0001172937,0.0001557417
1625,3.22993157588602E-05,9.92251592251411E-05,9.92251592251411E-05,9.09987006803876E-05,0.0001999234
1675,7.26734604574354E-05,0.000064092,0.0001121791,7.26734604574353E-05,0.0001139095
1725,0.0001709119,0.0001299521,0.0002590246,6.89913687037237E-05,0.0001546915
1775,0.000182534,0,6.60953234440924E-05,0.000077029,9.17124269133147E-05
1825,4.91172669130664E-05,8.0748289397151E-06,5.04272905659299E-05,6.30664301094111E-05,0.0001942999
1875,6.99300699300699E-05,0.000077029,0.000021364,0.000077029,0.0001748718
